topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,class_atr
0.014332418,6.71E-05,0.026175811,0.121838547,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,0.097792809,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,0.125275027,6.71E-05,0.066110569,0.494254626,6.71E-05,6.71E-05,0.051401402,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,6.71E-05,irrelevant
0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.445905914,0.254444573,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,0.284728878,0.00031746,0.00031746,0.00031746,0.00031746,0.00031746,irrelevant
7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,0.005033381,7.81E-05,0.983834171,7.81E-05,7.81E-05,7.81E-05,7.81E-05,0.007460572,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,7.81E-05,irrelevant
0.31709737,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.070187228,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.129564147,0.000144928,0.000144928,0.379786403,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.000144928,0.096843114,0.000144928,irrelevant
9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,0.995333333,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,9.52E-05,irrelevant
0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,0.994585635,0.000110497,0.000110497,0.000110497,0.000110497,0.000110497,irrelevant
0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.012307849,0.000106383,0.000106383,0.000106383,0.081219272,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.726586095,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,0.092124686,0.000106383,0.082974865,0.000106383,0.000106383,0.000106383,0.000106383,0.000106383,irrelevant
0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.090199896,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.433195411,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.098155007,0.248726609,0.000153846,0.000153846,0.000153846,0.1228,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,0.000153846,irrelevant
0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.392315297,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.588092866,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,0.000408163,irrelevant
0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.281728564,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.705471436,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,0.000266667,irrelevant
8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,0.082661808,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,0.051929164,0.038200326,8.20E-05,0.545588661,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,0.085196877,8.20E-05,0.139053843,0.05384473,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,irrelevant
0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.000588235,0.971176471,irrelevant
0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.991403509,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,0.000175439,irrelevant
0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.369577253,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.000338983,0.614151561,0.000338983,0.000338983,0.000338983,0.000338983,irrelevant
0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.167127718,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.828072282,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,irrelevant
0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.02087455,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.064780357,0.282811635,0.000212766,0.028812903,0.015733678,0.564635807,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.013202132,0.000212766,0.000212766,0.000212766,0.000212766,irrelevant
0.409405863,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.025144392,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.23622642,0.000344828,0.000344828,0.110836053,0.000344828,0.20287003,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,0.000344828,irrelevant
0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.992403101,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,0.000155039,irrelevant
0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.990754717,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,0.000188679,irrelevant
0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.870447674,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.124526148,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,irrelevant
0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.17691945,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.708629384,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.085076166,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,0.000625,irrelevant
0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.383407519,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.606379715,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,0.000212766,irrelevant
0.93287159,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,0.062899336,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,8.81E-05,irrelevant
0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.166452178,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.770813026,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.052840059,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,0.000210526,irrelevant
0.057028943,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,0.773974195,0.022502434,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,0.019990227,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,0.122413292,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,9.09E-05,irrelevant
0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.82171816,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.171473329,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,irrelevant
0.028837341,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,0.514798917,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,0.056783707,0.015580438,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,6.45E-05,0.0092115,6.45E-05,6.45E-05,6.45E-05,0.135952689,6.45E-05,0.167828973,0.068296758,6.45E-05,6.45E-05,6.45E-05,6.45E-05,irrelevant
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.285914917,0.000416667,0.000416667,0.000416667,0.000416667,0.548359786,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.146141964,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,irrelevant
0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.339995592,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.650499457,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,0.00019802,irrelevant
0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.217944749,0.000169492,0.000169492,0.284407235,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.489681914,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,0.000169492,irrelevant
0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.301566281,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.49052701,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.017867808,0.000104167,0.185247234,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,0.000104167,irrelevant
9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,0.756496989,9.76E-05,9.76E-05,9.76E-05,0.238820084,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,9.76E-05,irrelevant
0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.994096386,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,0.000120482,irrelevant
0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.038128149,0.000130719,0.352150128,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.603577932,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,0.000130719,irrelevant
5.62E-05,5.62E-05,5.62E-05,0.997247191,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,5.62E-05,irrelevant
0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.104226187,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.267808841,0.000186916,0.000186916,0.017536042,0.000186916,0.000186916,0.108254373,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.000186916,0.405809193,0.000186916,0.088141066,0.000186916,0.000186916,irrelevant
0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.663030457,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.331995449,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,0.000103627,irrelevant
0.136915812,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.240453804,0.000289855,0.000289855,0.466455994,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.142841057,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,0.000289855,irrelevant
0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.512644561,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.078719451,0.105225093,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.176800531,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.120841134,0.000128205,0.000128205,irrelevant
0.076604544,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.06289004,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.193317548,0.000133333,0.000133333,0.000133333,0.000133333,0.000133333,0.247026195,0.000133333,0.000133333,0.000133333,0.414161671,0.000133333,0.000133333,0.000133333,irrelevant
0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.053427618,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.470894246,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.4543145,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,0.000454545,irrelevant
0.947639153,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.000108108,0.047171658,0.000108108,irrelevant
3.26E-05,3.26E-05,3.26E-05,0.998403909,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,3.26E-05,irrelevant
